"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude"
"13484","Prahran","16 Lalbert Cr",3,"h",1076960.67115367,"VB","RT","6/05/2017",4.5,3181,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.84237,144.94415
"13485","Prahran","47 Wrights Tce",3,"h",1251000,"PI","Jellis","6/05/2017",4.5,3181,3,1,0,195,146.861538586252,1970,"Stonnington",NA,144.94486
"13486","Prahran","70A Chatsworth Rd",3,"h",1076960.67115367,"SP","Abercromby's","8/04/2017",4.5,3181,3,1,0,293,155,1930,"Stonnington",-37.85103,NA
"13487","Prahran","111 Chomley St",2,"h",1305000,"SP","Gary","8/04/2017",4.5,3181,2,1,1,210,146.861538586252,1970,"Stonnington",-37.85025,145.00545
"13491","Prahran","104/22 Chatham St",2,"u",1076960.67115367,"PI","Williams","13/05/2017",4.5,3181,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.85163,NA
"13492","Prahran","4/235 Dandenong Rd",2,"u",805000,"S","Jellis","13/05/2017",4.5,3181,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,144.9943
"13494","Prahran","8 Green St",2,"h",1615000,"S","Jellis","13/05/2017",4.5,3181,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.84991,NA
"13496","Prahran","11 Pridham St",2,"h",1076960.67115367,"SP","hockingstuart","13/05/2017",4.5,3181,2,1,0,131,146.861538586252,1970,"Stonnington",-37.85127,NA
"13499","Prahran","55 Chomley St",3,"h",1076960.67115367,"SP","hockingstuart","20/05/2017",4.5,3181,3,1,0,210,133,1910,"Stonnington",-37.85292,145.00244
"13500","Prahran","101/323 Dandenong Rd",2,"u",690000,"S","McGrath","20/05/2017",4.5,3181,2,2,2,1146,146.861538586252,1970,"Stonnington",-37.8571,145.01026
"13503","Prahran","8 MacKay St",2,"h",1076960.67115367,"S","Jellis","20/05/2017",4.5,3181,2,1,0,184,85,1910,"Stonnington",-37.85081,145.00884
"13504","Prahran","4/38 Porter St",2,"u",570000,"S","Gary","20/05/2017",4.5,3181,2,1,1,479,146.861538586252,1970,"Stonnington",-37.84994,144.98743
"13505","Prahran","50 Wrights Tce",4,"h",1076960.67115367,"SN","Abercromby's","20/05/2017",4.5,3181,4,2,0,286,146.861538586252,1970,"Stonnington",-37.84886,145.00049
"13507","Prahran","113 Albert St",2,"h",1388000,"S","Marshall","29/04/2017",4.5,3181,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.85078,145.00539
"13508","Prahran","277 Dandenong Rd",3,"h",880000,"PI","Buxton","29/04/2017",4.5,3181,3,1,0,249,146.861538586252,1970,"Stonnington",NA,145.00506
"13511","Prahran","41 Westbourne St",3,"h",1076960.67115367,"SN","hockingstuart","29/04/2017",4.5,3181,3,2,2,192,146.861538586252,1970,"Stonnington",-37.84899,144.99476
"13512","Preston","7/4 Austral Av",2,"t",792000,"S","Nelson","6/05/2017",8.8,3072,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.8489,145.00877
"13513","Preston","2/25 Inverloch St",2,"h",605000,"S","Barry","6/05/2017",8.8,3072,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,145.00509
"13515","Preston","14 West St",3,"h",1190000,"S","Barry","6/05/2017",8.8,3072,3,2,2,572,118,1935,"Darebin",-37.74991,NA
"13516","Preston","2 Bruce St",2,"h",2e+06,"PI","McGrath","8/04/2017",8.8,3072,2,1,2,465,146.861538586252,1970,"Darebin",-37.73603,145.00306
"13517","Preston","4 Devon St",3,"h",1045000,"S","Nelson","8/04/2017",8.8,3072,3,1,2,513,146.861538586252,1970,"Darebin",-37.74236,145.0033
"13518","Preston","7 Leicester St",3,"h",1121000,"S","Barry","8/04/2017",8.8,3072,3,2,3,604,123,1925,"Darebin",-37.75048,145.00264
"13520","Preston","2/15 Percival St",3,"u",715000,"S","hockingstuart","8/04/2017",8.8,3072,3,1,1,210,146.861538586252,1996,"Darebin",-37.75124,144.99705
"13521","Preston","11 Tasman St",2,"h",1076960.67115367,"SN","Nicholson","8/04/2017",8.8,3072,2,1,3,650,115,1920,"Darebin",-37.73169,144.99174
"13522","Preston","263 Tyler St",4,"h",1200000,"S","RW","8/04/2017",8.8,3072,4,3,2,466,146.861538586252,1970,"Darebin",-37.74216,145.00825
"13523","Preston","321 Tyler St",2,"h",1076960.67115367,"SN","Barry","8/04/2017",8.8,3072,2,1,2,302,146.861538586252,1970,"Darebin",-37.73097,144.98563
"13524","Preston","53 William St",3,"h",917500,"S","Nelson","8/04/2017",8.8,3072,3,2,2,472,123,1965,"Darebin",-37.73031,145.01154
"13525","Preston","9 Willow St",4,"h",1076960.67115367,"S","Jellis","8/04/2017",8.8,3072,4,2,2,604,256,1940,"Darebin",-37.73355,145.00616
"13526","Preston","125 Albert St",4,"h",770000,"S","Love","13/05/2017",8.8,3072,4,1,1,494,146.861538586252,1970,"Darebin",-37.7457,145.00219
"13527","Preston","31 Benambra St",3,"h",8e+05,"PI","hockingstuart","13/05/2017",8.8,3072,3,2,2,319,124,1940,"Darebin",-37.73858,144.98254
"13528","Preston","3 Carthew Gr",4,"h",1075000,"S","Nelson","13/05/2017",8.8,3072,4,1,2,521,146,1935,"Darebin",-37.73336,145.02344
"13529","Preston","3 Evelyn St",3,"h",1015000,"S","Ray","13/05/2017",8.8,3072,3,2,1,511,146.861538586252,1970,"Darebin",-37.75062,144.98732
"13530","Preston","1/26 McNamara St",2,"h",825000,"SP","Ray","13/05/2017",8.8,3072,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.73769,144.98996
"13531","Preston","1/492 Murray Rd",2,"u",532500,"SP","hockingstuart","13/05/2017",8.8,3072,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,144.99113
"13532","Preston","110 Raglan St",3,"t",880000,"S","Nelson","13/05/2017",8.8,3072,3,2,2,242,103.6,1970,"Darebin",NA,NA
"13533","Preston","118 Wood St",3,"h",1020000,"PI","hockingstuart","13/05/2017",8.8,3072,3,2,2,670,140,1970,"Darebin",-37.75055,NA
"13534","Preston","22 Austral Av",3,"h",1120000,"SP","McGrath","20/05/2017",8.8,3072,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.73528,145.0185
"13535","Preston","33 Grandview Rd",3,"h",1e+06,"VB","Nelson","20/05/2017",8.8,3072,3,1,3,624,145,1950,"Darebin",NA,145.02318
"13536","Preston","86 Malpas St",3,"h",1010000,"SP","McGrath","20/05/2017",8.8,3072,3,0,0,533,146.861538586252,1970,"Darebin",-37.73726,NA
"13537","Preston","12A Milton Cr",3,"h",860000,"S","Nelson","20/05/2017",8.8,3072,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.73363,144.98635
"13538","Preston","21 Robeson St",4,"h",1110000,"S","Nelson","20/05/2017",8.8,3072,4,1,2,556,146.861538586252,1935,"Darebin",NA,145.01678
"13539","Preston","47 Youngman St",2,"h",8e+05,"VB","Nelson","20/05/2017",8.8,3072,2,1,1,405,146.861538586252,1970,"Darebin",-37.74892,NA
"13540","Preston","20 Ambon St",3,"h",910000,"S","hockingstuart","22/04/2017",8.8,3072,3,1,1,674,90,1955,"Darebin",-37.73559,144.98608
"13541","Preston","12 Belgrove St",3,"h",1215000,"S","hockingstuart","22/04/2017",8.8,3072,3,1,1,690,146.861538586252,1970,"Darebin",-37.73409,145.0087
"13543","Preston","60 Carlisle St",2,"h",1108000,"SP","McGrath","22/04/2017",8.8,3072,2,1,0,258,146.861538586252,1940,"Darebin",-37.74236,145.01918
"13544","Preston","2/853 High St",2,"t",610000,"S","Holland","22/04/2017",8.8,3072,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.75207,145.00264
"13545","Preston","11 Murphy St",3,"h",801000,"S","Nelson","22/04/2017",8.8,3072,3,1,2,620,146.861538586252,1970,"Darebin",NA,145.00712
"13546","Preston","83A Tyler St",3,"t",655000,"PI","Ray","22/04/2017",8.8,3072,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.73051,NA
"13547","Preston","227 Wood St",3,"h",1010000,"S","Nelson","22/04/2017",8.8,3072,3,1,2,486,146.861538586252,1970,"Darebin",NA,144.98555
"13548","Preston","6 Adams St",3,"h",690000,"S","RW","29/04/2017",8.8,3072,3,1,2,581,90,1960,"Darebin",-37.73408,NA
"13549","Preston","3/26 Belgrove St",2,"h",620000,"S","hockingstuart","29/04/2017",8.8,3072,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.75356,145.0096
"13550","Preston","460 Bell St",2,"h",630000,"PI","Barry","29/04/2017",8.8,3072,2,1,1,319,146.861538586252,1955,"Darebin",NA,145.01914
"13551","Preston","39 Malpas St",3,"h",1100000,"S","Nelson","29/04/2017",8.8,3072,3,2,4,637,124,1950,"Darebin",-37.74419,NA
"13552","Preston","72 McNamara St",3,"h",1055000,"S","Nelson","29/04/2017",8.8,3072,3,1,2,575,146.861538586252,1970,"Darebin",-37.73437,144.99575
"13553","Preston","1/584 Murray Rd",2,"u",560000,"S","Nelson","29/04/2017",8.8,3072,2,1,2,196,146.861538586252,1970,"Darebin",-37.72876,145.02082
"13555","Preston","1/26 Tyler St",2,"u",1076960.67115367,"S","Love","29/04/2017",8.8,3072,2,1,1,191,191,1995,"Darebin",-37.73158,144.98848
"13556","Princes Hill","288 Richardson St",3,"h",1550000,"S","Woodards","6/05/2017",3.7,3054,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.73329,145.02011
"13557","Reservoir","10 Armstrong St",2,"h",1076960.67115367,"SP","Ray","6/05/2017",11.2,3073,2,1,2,548,74,1950,"Darebin",NA,145.03561
"13558","Reservoir","2 Fordham Rd",4,"h",741000,"S","Ray","6/05/2017",11.2,3073,4,1,2,659,146.861538586252,1970,"Darebin",-37.72374,NA
"13559","Reservoir","6 Greenock St",3,"h",725000,"S","Barry","6/05/2017",11.2,3073,3,1,1,547,146.861538586252,1970,"Darebin",-37.71479,144.99892
"13560","Reservoir","2/144 Hickford St",3,"u",615000,"S","Barry","6/05/2017",11.2,3073,3,1,2,320,146.861538586252,1970,"Darebin",-37.70394,145.01898
"13562","Reservoir","92 Lawley St",3,"h",825000,"PI","Holland","6/05/2017",11.2,3073,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.70925,145.01344
"13563","Reservoir","29 Southernhay St",3,"h",1010000,"S","Barry","6/05/2017",11.2,3073,3,1,2,649,146.861538586252,1970,"Darebin",NA,145.00834
"13564","Reservoir","17 Whitby St",2,"u",1076960.67115367,"SP","Ray","6/05/2017",11.2,3073,2,1,1,248,146.861538586252,2006,"Darebin",-37.72582,NA
"13565","Reservoir","83 Whitelaw St",2,"h",852000,"S","Love","6/05/2017",11.2,3073,2,1,2,705,146.861538586252,1970,"Darebin",-37.70949,145.01128
"13566","Reservoir","18 Zinnia St",3,"h",595000,"SP","Barry","6/05/2017",11.2,3073,3,1,1,490,116,1970,"Darebin",-37.71198,145.00319
"13567","Reservoir","4/27 Allenby Av",2,"u",511000,"S","Love","8/04/2017",11.2,3073,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.71516,145.02046
"13568","Reservoir","1m Bonview St",3,"t",663500,"S","Nelson","8/04/2017",11.2,3073,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,144.98165
"13569","Reservoir","5 Carson St",3,"h",665000,"S","Love","8/04/2017",11.2,3073,3,1,2,874,146.861538586252,1970,"Darebin",NA,NA
"13570","Reservoir","1/4 Kenilworth St",3,"u",631000,"S","Barry","8/04/2017",11.2,3073,3,1,1,267,146.861538586252,1970,"Darebin",-37.69822,NA
"13571","Reservoir","1/9 Loddon Av",3,"t",668000,"S","Ray","8/04/2017",11.2,3073,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.71404,145.00426
"13572","Reservoir","11 Mais St",4,"h",905000,"S","hockingstuart","8/04/2017",11.2,3073,4,2,2,696,142,1965,"Darebin",NA,145.00701
"13575","Reservoir","19 Tovey St",4,"h",770000,"S","Ray","8/04/2017",11.2,3073,4,3,3,697,213,1970,"Darebin",-37.70845,145.02096
"13576","Reservoir","37 Vale St",2,"h",935000,"S","Love","8/04/2017",11.2,3073,2,1,1,537,146.861538586252,1970,"Darebin",-37.70098,145.01798
"13577","Reservoir","22 Wilson Bvd",3,"h",610000,"S","Barry","8/04/2017",11.2,3073,3,1,2,435,102,1960,"Darebin",-37.72691,144.99933
"13578","Reservoir","8 Allenby Av",2,"h",980000,"S","Stockdale","13/05/2017",11.2,3073,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.70537,144.98803
"13580","Reservoir","1 Delaware St",2,"h",861500,"S","Nelson","13/05/2017",11.2,3073,2,1,1,419,100,1940,"Darebin",-37.69871,NA
"13581","Reservoir","21 Henty St",3,"h",801000,"SP","Love","13/05/2017",11.2,3073,3,1,1,551,115,1950,"Darebin",-37.72097,145.0203
"13582","Reservoir","72 Henty St",4,"h",1150000,"S","Barry","13/05/2017",11.2,3073,4,1,2,928,146.861538586252,1970,"Darebin",-37.71944,145.01603
"13583","Reservoir","3 Horton St",3,"h",760000,"PI","Barry","13/05/2017",11.2,3073,3,2,2,567,146.861538586252,1970,"Darebin",-37.71785,145.00145
"13584","Reservoir","2/6 Merrilands Rd",2,"u",490000,"S","Ray","13/05/2017",11.2,3073,2,1,1,143,85,2009,"Darebin",-37.72363,144.99075
"13585","Reservoir","1/74 Miranda Rd",3,"h",605000,"S","Love","13/05/2017",11.2,3073,3,1,2,371,112,1950,"Darebin",-37.69547,144.98757
"13586","Reservoir","4 Moore Cr",3,"h",810000,"S","Love","13/05/2017",11.2,3073,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.70681,145.00965
"13587","Reservoir","1/209 Purinuan Rd",2,"t",652000,"S","Nelson","13/05/2017",11.2,3073,2,2,2,254,93,2007,"Darebin",NA,145.01928
"13588","Reservoir","63 Chauvel St",3,"h",1076960.67115367,"SP","C21","20/05/2017",11.2,3073,3,2,2,889,146.861538586252,1970,"Darebin",-37.70712,NA
"13589","Reservoir","2/96 Darebin Bvd",2,"t",515000,"SP","RW","20/05/2017",11.2,3073,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.70333,145.01081
"13590","Reservoir","1/80 Delaware St",2,"t",615000,"S","Ray","20/05/2017",11.2,3073,2,1,1,202,146.861538586252,1970,"Darebin",NA,145.00236
"13591","Reservoir","3/80 Delaware St",1,"u",407000,"S","Ray","20/05/2017",11.2,3073,1,1,1,108,146.861538586252,1970,"Darebin",-37.71985,NA
"13592","Reservoir","2/15 MacArtney St",1,"h",315000,"PI","Ray","20/05/2017",11.2,3073,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.71963,145.0091
"13594","Reservoir","44 Mendip Rd",4,"h",930000,"S","Barry","20/05/2017",11.2,3073,4,1,3,635,146.861538586252,1970,"Darebin",NA,NA
"13595","Reservoir","1/28 North Rd",3,"t",741000,"S","Barry","20/05/2017",11.2,3073,3,2,2,257,120,1970,"Darebin",-37.72047,NA
"13598","Reservoir","24 Wimmera Av",2,"h",748500,"S","hockingstuart","20/05/2017",11.2,3073,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.69472,145.02586
"13599","Reservoir","32 Ayr St",4,"h",8e+05,"SP","RW","22/04/2017",11.2,3073,4,1,4,605,146.861538586252,1970,"Darebin",NA,144.98507
"13600","Reservoir","1/6 Corvey Rd",3,"u",640000,"S","Harcourts","22/04/2017",11.2,3073,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.70505,NA
"13601","Reservoir","2/8 Cuthbert Rd",3,"t",730000,"S","RW","22/04/2017",11.2,3073,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,145.03311
"13602","Reservoir","42 Elinda Pl",2,"u",395000,"S","Stockdale","22/04/2017",11.2,3073,2,1,1,166,146.861538586252,1990,"Darebin",NA,NA
"13603","Reservoir","2/19 Tambo Av",2,"t",550000,"S","Nelson","22/04/2017",11.2,3073,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.69863,NA
"13605","Reservoir","83 Glasgow Av",3,"h",643500,"S","Ray","29/04/2017",11.2,3073,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"13606","Reservoir","6 Joffre St",2,"h",1025000,"S","Barry","29/04/2017",11.2,3073,2,2,1,715,146.861538586252,1970,"Darebin",NA,NA
"13608","Richmond","7 Berry St",2,"h",950000,"VB","hockingstuart","6/05/2017",2.6,3121,2,1,0,150,146.861538586252,1970,"Yarra",-37.72156,145.01286
"13609","Richmond","60 Gardner St",2,"h",1110000,"S","hockingstuart","6/05/2017",2.6,3121,2,1,0,166,146.861538586252,1970,"Yarra",-37.81907,145.00988
"13610","Richmond","49 Garfield St",2,"t",950000,"VB","hockingstuart","6/05/2017",2.6,3121,2,1,1,113,118,2012,"Yarra",-37.81718,144.99767
"13611","Richmond","4/39 Hunter St",2,"u",1226000,"S","hockingstuart","6/05/2017",2.6,3121,2,1,1,826,99,1996,"Yarra",-37.81186,145.00531
"13613","Richmond","118 Somerset St",3,"h",1214000,"S","Nelson","6/05/2017",2.6,3121,3,1,0,176,106,1900,"Yarra",-37.817,145.00544
"13614","Richmond","7 Barkly Av",3,"h",1510000,"S","Jellis","8/04/2017",2.6,3121,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.81619,144.99554
"13617","Richmond","29 Gipps St",3,"h",1400000,"VB","Nelson","8/04/2017",2.6,3121,3,2,0,848,146.861538586252,1970,"Yarra",-37.83304,144.99789
"13618","Richmond","8/12 Howard St",1,"u",485000,"SP","Biggin","8/04/2017",2.6,3121,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.82349,144.99697
"13621","Richmond","113A Richmond Tce",3,"h",1785000,"S","hockingstuart","8/04/2017",2.6,3121,3,1,0,240,115,1958,"Yarra",-37.81511,144.99743
"13623","Richmond","101/27 Dickmann St",2,"u",690000,"VB","hockingstuart","13/05/2017",2.6,3121,2,2,1,760,146.861538586252,2010,"Yarra",-37.82201,144.99639
"13625","Richmond","293 Highett St",3,"h",2060000,"PI","Marshall","13/05/2017",2.6,3121,3,2,1,181,146.861538586252,1970,"Yarra",-37.817,144.99759
"13626","Richmond","8/7 Westbank Tce",2,"u",490000,"SP","Biggin","13/05/2017",2.6,3121,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.81612,145.00576
"13628","Richmond","21/72 Baker St",1,"u",310000,"SP","Jellis","20/05/2017",2.6,3121,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.82622,NA
"13629","Richmond","94 Brighton St",3,"h",1076960.67115367,"S","hockingstuart","20/05/2017",2.6,3121,3,2,2,115,146.861538586252,1970,"Yarra",NA,144.99873
"13630","Richmond","62 Butler St",2,"h",860000,"PI","Biggin","20/05/2017",2.6,3121,2,1,0,111,146.861538586252,1970,"Yarra",-37.82986,NA
"13632","Richmond","276 Mary St",2,"h",1076960.67115367,"PI","Biggin","20/05/2017",2.6,3121,2,1,0,151,77,1890,"Yarra",-37.82212,144.99554
"13634","Richmond","401/1 Railway Pl",2,"u",685000,"S","hockingstuart","20/05/2017",2.6,3121,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.82128,145.00009
"13636","Richmond","3 Kimber St",3,"h",1330000,"S","Jellis","22/04/2017",2.6,3121,3,1,1,154,95,1900,"Yarra",-37.82324,NA
"13637","Richmond","10/9 Westbank Tce",2,"u",440000,"VB","Jellis","22/04/2017",2.6,3121,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.82643,144.99174
"13639","Richmond","299 Church St",4,"h",1076960.67115367,"SN","hockingstuart","29/04/2017",2.6,3121,4,3,4,469.181403665624,146.861538586252,1970,NA,-37.81828,NA
"13640","Richmond","30 Corsair St",2,"h",1210000,"S","Jellis","29/04/2017",2.6,3121,2,1,0,178,146.861538586252,1970,"Yarra",-37.82123,144.99789
"13641","Richmond","54 Mary St",2,"h",1076960.67115367,"SP","Jellis","29/04/2017",2.6,3121,2,1,2,120,146.861538586252,1970,"Yarra",-37.82262,144.99897
"13642","Richmond","2 Moore St",1,"h",911000,"S","Biggin","29/04/2017",2.6,3121,1,1,0,126,77,1900,"Yarra",-37.82105,145.00643
"13643","Richmond","57 Type St",3,"h",1590000,"S","hockingstuart","29/04/2017",2.6,3121,3,1,1,318,146.861538586252,1970,"Yarra",-37.82592,145.00179
"13644","Rosanna","1/7 Ellesmere Pde",3,"t",1076960.67115367,"PI","Morrison","6/05/2017",11.4,3084,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.82245,145.01073
"13645","Rosanna","4/26 Arden Cr",3,"u",888500,"S","Miles","8/04/2017",11.4,3084,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,145.00955
"13646","Rosanna","154 Grandview Gr",4,"h",1380000,"S","Fletchers","8/04/2017",11.4,3084,4,2,2,607,146.861538586252,1970,"Banyule",NA,NA
"13647","Rosanna","3/14 Jolliffe Cr",3,"t",810000,"VB","Miles","8/04/2017",11.4,3084,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.73336,NA
"13648","Rosanna","1 Nagle Ct",4,"h",1076960.67115367,"PN","Miles","8/04/2017",11.4,3084,4,2,2,647,206,1974,"Banyule",NA,145.06314
"13649","Rosanna","146 Bellevue Av",3,"h",1076960.67115367,"S","Morrison","13/05/2017",11.4,3084,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.73269,NA
"13650","Rosanna","17 Crampton Cr",4,"h",1076960.67115367,"SN","Miles","13/05/2017",11.4,3084,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,145.07014
"13651","Rosanna","34 Haughton Pde",4,"h",1150000,"SP","Miles","13/05/2017",11.4,3084,4,1,2,672,146.861538586252,1970,"Banyule",NA,NA
"13652","Rosanna","6 Simon Ct",4,"h",1076960.67115367,"SN","Miles","20/05/2017",11.4,3084,4,2,0,981,147,1960,"Banyule",-37.74381,NA
"13653","Rosanna","35 Thomson Dr",4,"h",1160000,"S","Barry","20/05/2017",11.4,3084,4,2,2,613,146.861538586252,1970,"Banyule",-37.74289,145.07693
"13654","Rosanna","3 Crampton Cr",4,"h",1076960.67115367,"SP","Barry","22/04/2017",11.4,3084,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.73233,145.07909
"13655","Rosanna","7/4 Banyule Rd",2,"u",615000,"S","Miles","29/04/2017",11.4,3084,2,1,1,190,105,1980,"Banyule",NA,145.06915
"13656","Rosanna","5 Finlayson St",3,"h",940000,"VB","Miles","29/04/2017",11.4,3084,3,2,2,581,146.861538586252,1970,"Banyule",-37.74365,NA
"13657","Rosanna","2/5 Golf Av",3,"t",8e+05,"VB","Purplebricks","29/04/2017",11.4,3084,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.73989,145.07294
"13658","Seddon","15 Bellairs Av",2,"h",842000,"S","Sweeney","6/05/2017",6.6,3011,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,145.06807
"13659","Seddon","199 Buckley St",2,"h",665000,"PI","Village","13/05/2017",6.6,3011,2,1,0,269,80,1900,"Maribyrnong",NA,NA
"13660","Seddon","29 Tennyson St",3,"h",950000,"S","Village","13/05/2017",6.6,3011,3,1,0,220,146.861538586252,1920,"Maribyrnong",-37.80258,NA
"13661","Seddon","7/20 Bayview Rd",2,"u",495000,"S","Jas","20/05/2017",6.6,3011,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.80771,144.88817
"13662","Seddon","4 Henry St",2,"h",1085000,"S","Village","20/05/2017",6.6,3011,2,1,2,249,146.861538586252,1970,"Maribyrnong",NA,144.88832
"13663","Seddon","3 Walter St",3,"h",847000,"S","Jas","20/05/2017",6.6,3011,3,1,1,205,146.861538586252,1970,"Maribyrnong",-37.80515,NA
"13664","Seddon","68 Windsor St",2,"h",785000,"S","hockingstuart","20/05/2017",6.6,3011,2,1,1,116,146.861538586252,1970,"Maribyrnong",-37.80526,144.88789
"13665","South Melbourne","20 Glover St",3,"h",2240000,"S","Greg","6/05/2017",2.1,3205,3,2,1,197,168,1900,"Port Phillip",-37.80461,144.89673
"13666","South Melbourne","28 Nelson Pl",3,"h",2050000,"PI","Marshall","6/05/2017",2.1,3205,3,2,1,230,146.861538586252,1970,"Port Phillip",-37.83954,144.89101
"13668","South Melbourne","257A Moray St",3,"h",1076960.67115367,"S","Greg","8/04/2017",2.1,3205,3,3,3,121,146.861538586252,1970,"Port Phillip",-37.83443,144.95272
